Acronym,Term,Category
MAC,MEDICARE ADMINISTRATIVE CONTRACTOR,General
MAC,Medicare Appeals Council,General
MACE,Medicare Alternate Claim Entry System,General
MADC,Major Ambulatory Diagnostic Categories,General
MADCAP,Manual Adjustments Credits & Awards Program (MBR),General
MADRS,Medicare Automated Data Retrieval System,General
MADS,Mass Adjusted System,General
MADS,Medicare Actuarial Data System,General
MAF,Medical Assistance Facility,General
MAFDUDE,MBR Master File Duplication Detection Operation,General
MAFDUP,Abbreviated MBR File in MAFDUDE Operation,General
MAH,Most Accessible Hospital,General
MAISARC,Major Automated Information Systems Acquisition Review Committee,General
MAN,Medicare Automated Network,General
MANRLINE,Menu-driven Access to 100% Near-Line Claims Files System (NCH),General
MANRLITE,Access to MANERLINE,General
MAO,Medical Assistance Only,General
MAO,Medicare Advantage Organization,General
MAP,Manufacturing Automated Protocol,General
MAP,Maturity Actions Program (MBR),General
MAP,Medical Assistance Payments,General
MAP,Medical Assistance Program,General
MAPC,Maximum Allowable Prevailing Charge,General
MAPD,Medicare Advantage Prescription Drug,General
MAPSA,Medicare A Provider Services Assistants,General
MARI,Medicare Administrative Reform Initiatives,General
MARK,Mechanized Assignment & Record Keeping (System),General
MARS,Management & Administrative Reporting System,General
MARS,Management Administration Reporting Subsystem,General
MARS,Medicare Accounts Receivable System,General
MAS,(GSA) Multiple Award System,General
MAT,Master Account Title,General
MAU,Memorandum of Advance Understanding,General
MAU,Multistation Access Unit,General
MAX,Medicaid Analytic Extract,General
MB,Market Basket,General
MBA,Monthly Benefit Amount (SSA),General
MBAS,Medicare Benefit Accounting System,General
MBCIS,Medicare Compliance Issues System,General
MBCS,Medicare Budget & Cost System,General
MBCSP,Medicare Beneficiary Customer Service Program,General
MBD,Medicaid Beneficiary Database,General
MBD,Medicare Beneficiary Database,General
MBDA,Minority Business Development Agency,General
MBE,Medicaid Budget & Expenditures,General
MBES,Medicaid Budget & Expenditures System,General
MBHCW,(Medicare or Medicaid) Home & Community Based Services Waivers System,General
MBI,Minimum Background Investigation,General
MBO,Management by Objectives,General
MBPRP,Monthly Bill & Payment Records Processing System,General
MBR,Master Beneficiary Record (SSA),General
MBSCAN,Maximum Direct Record Scans (searches),General
MBSPAS,State Plan Amendments System,General
MC,Maintenance Contractor,General
MCA,Management Control Area,General
MCA,Maternity Center Association,General
MCAB,Medicare Contractor Administrative Budget,General
MCAC,Medical Coverage Advisory Committee,General
MCBFMR,BESS Focused Medical Review,General
MCBS,Medicare Current Beneficiary Survey,General
MCCA,Medicare Catastrophic Coverage Act of 1988 (PL 100360),General
MCCB,Medicare Change Control Board,General
MCCOY,Managed Care Online Information System (GHP),General
MCCRA,Medicare Catastrophic Coverage Repeal Act of 1989 (PL 101234),General
MCD,Medicare Coverage Database,General
MCD,Medicare Coverage Documents,General
MCDATA,MedicareMedicaid Common Data Initiative,General
MCDC,Medicare Contractor Data Center,General
MCE,Medicare Code Editor,General
MCE(S),Medical Care Evaluation (Studies),General
MCF,Master Control File,General
MCH,Maternal & Child Health Services,General
MCI,Medicare Claims Inquiry,General
MCIGLAS,Medicare Contractor Integrated General Ledger Accounting System,General
MCM,Medicare Carrier Manual,General
MCO,Managed Care Operation,General
MCOB,Medicare Contractor Oversight Board,General
MCP,Management Control Plan,General
MCP,Monthly Capitation Payment,General
MCPI,Medical Care Component of the Consumer Price Index,General
MCPI,Medicare Contractor Productivity Improvement,General
MCPS,Medicare (Part A) Claims Processing System (Veritus),General
MCR,Management Control Review,General
MCS,Mandatory Claim Submission System,General
MCS,MultiCarrier System,General
MCSC,Medicare Customer Service Center,General
MCSID,Medicare Contractor Systems Information Database,General
MCSS,Medicare Contractor Standard System,General
MCSSMR,Medicare Contractor Standard Systems Medical Review,General
MCWRS,Medicare Contractor Workload Reporting (System),General
MCWS,Medicare Contractor Workload System,General
MD,Medical Director,General
MDAS,Medicaid Override Application System,General
MDC,Major Diagnosis Category,General
MDC,Medicare Data Center,General
MDCN,Medicare Data Communications Network,General
MDH,Medicare Dependent Hospital,General
MDRI,Medicaid Drug Rebate Initiative,General
MDS,Medicare Decision Support,General
MDS,Minimum Data Set,General
MDS,Mortality Data System,General
MDSRH,Medicare Dependent Small Rural Hospital,General
MDSS,Medicare Decision Support System,General
MDTA,Manpower Development & Training Act,General
MDW,Modernized Development Worksheet,General
ME,Medical Effectiveness,General
ME,Medical Endurance,General
MEASURES,Medicare/Medicaid Automated Survey Reporting System,General
MECA,Medicare Expanded Choice Act of 1987,General
MECCA,Medicare Catastrophic Coverage Act of 1988 (also MCCA),General
MECT,Multiple Electroconvulsive Therapy,General
MED,Medicare Enrollment Data (System),General
MED,Medicare Exclusion Database,General
MED-ED,Medical Education,General
MEDAL,Medicare/Medicaid Eligibility Data Linkage,General
MEDB,Manage the EDB System,General
MEDB,Medicare Part B,General
MEDIBAPS,Medicare Budget Allocation Process System,General
MEDICAID,Medical Aid (State administered health insurance program),General
MEDIGAP,Medicare Gap (Medicare complementary insurance program),General
MEDIRS,Medicaid Eligibility Determination & Information Retrieval System,General
MEDMRG,Medicaid Merge Program (HDMEDMRG),General
MEDPAC,Medicare Payment Advisory Commission,General
MEDPAR,Medicare Provider Analysis & Review,General
MEDPARD,Medicare Participating Physician/Supplier Directory,General
MEDSTAT,Medicaid Statistical Information (Reporting) System (now MSIS),General
MEDTEP,Medical Treatment Effectiveness Program,General
MEF,Master Earnings File (SSA),General
MEI,Medical Economic Index,General
MEI,Medicare Economic Index,General
MEQC,Medicaid Eligibility Quality Control (System),General
MES,Medicare Entitlement System,General
MET,Medicaid Eligibility Terminal,General
MEWA,Medicare & Multiple Employer Welfare Associations,General
MEWA,Multiple Employer Welfare Arrangement,General
MFAIC,Medicare Fraud & Abuse Information Coordinator,General
MFCU,Medicaid Fraud Control Unit,General
MFIS,Medicare Fraud Information Specialist,General
MFS,Medicare Fee Schedule,General
MFSDB,Medicare Fee Schedule Database,General
MFSR,Medicare Focused Medical Review Status Report,General
MGA,Medicaid Grant Awards,General
MGCRB,Medical Geographical Classification Review Board,General
MGCRB,Medicare Geographic Classification Review Board,General
MHB,Maximum Hospital Benefit,General
MHCRS,Maintain HCRIS Process,General
MHOS,Medicare Health Outcomes Survey,General
MHS,Medical History Sample,General
MI,Manual Issuance,General
MIA,Mark Interface Application,General
MIB,Medical Information Bureau,General
MIB,Medical Insurance Bureau,General
MICH,"Maternal, Infant & Child Health",General
MICO,Midwestern Consortium (Chicago & Kansas City HIROs),General
MIDES,(Intermediary) Medicare Internal Data Entry System,General
MIG,Medicare Insured Group,General
MIH,Maternal & Infant Health Initiative,General
MIM,Medicare Intermediary Manual,General
MIMS,Medicare Information Management System,General
MIP,Medicare Integrity Program,General
MIR,Medicare Information Request,General
MIRPS,Miscellaneous Information Reference PostEntitlement System (SSA MBR),General
MIS,Major Information Systems,General
MIS,Management Information System,General
MIS,Manual Issuance System,General
MISCOR,Miscellaneous MBR Correction Operation,General
MISF,Management Information System Facility,General
MLS,MultiLevel Security,General
MLT,Multiple Logical Tasking,General
MM,Media Management,General
MM,"Month or Minutes (i.e., mmddyyyy)",General
MMA,Medicare Modernization Act (of 1999),General
MMACS,Medicare/Medicaid Automated Certification System,General
MMCITS,Medicaid Managed Care Information Tracking System,General
MMCQI,Medicare Managed Care Quality Improvement,General
MMCS,Medicare Managed Care System,General
MMIS,Medicaid Management Information System,General
MMORP,Medicare Management & Open Review Program,General
MMP,Mixed Model Plan (GPP/IPP combination),General
MMPS,Medicare Mortality Predictor System,General
MMS,(U.S.) Minerals Management Service,General
MMS,Manpower Management System,General
MMS,Metropolitan Medicare System,General
MMWR,Morbidity & Mortality Weekly Report,General
MN,Medical Necessity,General
MN,Medically Needy,General
MNIL,Medically Needy Income Levels,General
MO,Management Office,General
MO,Multiply Occurring,General
MOC,Management Oversight Council,General
MODEM,ModulatorDemodulator,General
MOE,Method of Evaluation,General
MOL,Maximum Order Limitation,General
MOLI,Mirtel OnLine Inquiry System (HCFA access to RRB Database),General
MOPD,Maintenance Operations Protocol Loader Daemon,General
MOR,Medicaid Overpayment Report,General
MOSS,Mandatory Offsite Storage System,General
MOU,Memorandum of Understanding,General
MOUT,Maximum Output,General
MP,Master Processor,General
MPA,Master Pending Accretion,General
MPARTS,Mistaken Payment Recovery Tracking System,General
MPC,Medical Patterns of Care,General
MPCC,Medicare Premium Collection Center,General
MPCS,Medicare Premium Collection System,General
MPD,Medicare Provider Database,General
MPDB,Medicare Prescription Drug Beneficiaries,General
MPF,Master Provider File,General
MPFS,Medicare Physician Fee Schedule,General
MPFSDB,Medicare Physician Fee Schedule Data Base,General
MPI,Medicare Provider Inventory,General
MPIER,Medicare Physician Identification & Eligibility Registry (or Record),General
MPIES,Medicare Physician Identification & Eligibility System,General
MPP,Massive Parallel Processing,General
MPR,(carrier) Master Procedure Record,General
MPR,Mathematical Policy Research,General
MPRS,Medical Policy Retrieval System,General
MPS,Market Penetration Survey,General
MQA,Medicare Quality Assurance (CWF data validation),General
MQAG,Medicare Quality Advisory Group,General
MQC,Medicaid Quality Control,General
MQGE,Medicare Qualified Government Employee,General
MQIS,Medicare Quality Indicator System,General
MQM,Medicare Quality Monitor,General
MQSA,Mammography Quality Standards Act of 1992,General
MR,Management Review,General
MR,Master Record,General
MR,Medical Review,General
MR,Mortality Ratio,General
MR/DD,Mentally Retarded / Developmentally Disabled,General
MR/UR,Medical Review / Utilization Review,General
MRA,Minimum Retirement Age,General
MRAR,Medical Review Annual Report,General
MRB,Medical Review Board,General
MRCRA,Medicare Regulatory & Contractor Reform Act of 2001,General
MRO,Multiple Region Option,General
MRO,MultiRegion Operation,General
MRP,Material Requirements Planning,General
MRP,Maximum Reimbursement Point,General
MRRS,Medicaid Retrospective Reimbursement System,General
MRS-1,Medical Review System Version 1 (aka: Part B Medical Review Savings Reporting System),General
MRT,Medical Review Team,General
MRTAG,Mortality Review Technical Advisory Group,General
MS/R,MultiState/Regional (Contractor),General
MSA,Major Service Area,General
MSA,Medical Statistical Area,General
MSA,Medicare Savings Account,General
MSA,Metropolitan Statistical Area (for PPS),General
MSA,Monthly Statement of Accounts,General
MSAT,Medicaid Strategic Analysis Team,General
MSC,Medicare Status Code,General
MSC,Message Switching Centers (SSA ARS/SSADARS),General
MSHIP,Medicare Supplemental Health Insurance Programs,General
MSIS,Medicaid Statistical Information System,General
MSIS,Medicaid Statistical Information System (formerly MedStat),General
MSOM,Modernized Systems Operations Manual (SSA),General
MSP,Manager Software Products,General
MSP,Message Security Protocol,General
MSPFQA,Medicare Secondary Payer Functional Quality Assurance (Steering Committee),General
MSPLS,Medicare Secondary Payer Litigation Support,General
MSPPAY,Medicare Secondary Payor Payment Module,General
MSPQA,Medicare Secondary Payer Quality Assurance,General
MSR,MidSession Review,General
MSS,Medical Social Sevices,General
MSS,Medicare Statistical System,General
MSSC,Medicare Systems / State & County (Reimbursement),General
MTAG,Medicare Technical Advisory Group,General
MTD,Month to Date,General
MTEA,Medical Treatment Effectiveness Agenda,General
MTI,Medicare Telephone Inquiry,General
MTM,Methods Time Measurement,General
MTMC,Military Traffic Management Command,General
MTMP,Medication Therapy Management Program,General
MTOP,Multiple Type of Provider,General
MTS,Medicare Target Scenario,General
MTSO,Medical Transcription Service Organization,General
MTUS,Miles/Times/Units/Service,General
MUA,Medically Undeserved Area,General
MUDD,Maximum Direct Output,General
MUDS,Medicare Utilization Data System,General
MUP,Master Update Processor,General
MUPPET,Medicare UPdate Processors for Enrollment Transactions (nee NEWDUP),General
MUPS,(HI) Maintenance Update Processing System,General
MUR,Minimum Utilization Rate,General
MVPS,Medicare Volume Performance Standard,General
MVS/ESA,MVS/Enterprise System Architecture,General
MWRS,Medicare Workload Report System,General
N&R,Needs & Requirements,General
NAAP,National Association of Activity Professionals,General
NAATP,National Association of Addiction Treatment Providers,General
NAAV,National Average Actuarial Value,General
NABP,National Association of Boards of Pharmacy,General
NAC,National Association of Counties,General
NACDS,National Association of Chain Drug Stores,General
NACHA,National Automated Clearing House Association,General
NACHC,National Association of Community Health Centers,General
NACHRI,National Association of Children's Hospitals & Related Institutions,General
NACI,National Agency Check & Inquiry,General
NACRH,National Advisory Committee on Rural Health,General
NADSA,National Adult Day Services Association,General
NAEYC,National Association of Education for Young Children,General
NAF,NonAppropriated Fund,General
NAHC,National Association for Home Care,General
NAHDO,National Association of Health Data Organizations,General
NAHFE,National Association of Hispanic Federal Executives,General
NAIC,National Association of Insurance Commissioners,General
NAIT,National Alliance for Infusion Therapy,General
NAM,National Association of Manufacturers,General
NAMDRC,National Association for Medical Directors of Respiratory Care,General
NAMES,National Association of Medical Equipment Suppliers,General
NAMI,National Alliance for the Mentally Ill,General
NAP,National Advisory Council,General
NAPA,National Academy of Public Administration,General
NAPH,National Association of Public Hospitals,General
NAPHS,National Association of Psychiatric Health Systems,General
NARA,National Archives & Records Administration,General
NARA,National Association of Rehabilitation Agencies,General
NARD,National Association of Retail Druggists,General
NARF,National Association of Rehabilitation Facilities,General
NARFE,National Association of Retired Federal Employees,General
NAS,National Academy of Sciences,General
NASA,National Aeronautic & Space Administration,General
NASBO,National Association of State Budget Officers,General
NASIRE,National Association of State Information Resource Executives,General
NASIS,National Association of State Information Systems,General
NASLTCOP,National Association of Long Term Care Ombudsman Program,General
NASMD,National Association of State Medicaid Directors,General
NASOP,National Association of State Ombudsman Programs,General
NAUGH,Network Administrator's Users Group,General
NAV,(Carrier) Name & Address Verification,General
NAWRS,National Association for Welfare Research & Statistics,General
NBME,National Board of Medical Examiners,General
NBS,National Bureau of Standards,General
NC,Network Council,General
NCA,National Coverage Analysis,General
NCAI,National Coalition for Adult Immunization,General
NCAL,National Coalition for Assisted Living,General
NCC,Network Coordinating Counsel,General
NCCAP,National Certification Council for Activity Professionals,General
NCCLS,National Council of Clinical Laboratory Services,General
NCCNHR,National Citizen's Coalition for Nursing Home Reform,General
NCCR,National Colorectal Cancer Roundtable,General
NCD,National Coverage Determination,General
NCGME,National Council on Graduate Medical Education,General
NCH,National Claims History,General
NCH,National Clinical History,General
NCHA,National Clearing House Association,General
NCHBPL,National Claims History Beneficiary Program Liability,General
NCHDB,National Claims History Database,General
NCHLS,National Council on Health Laboratory Services,General
NCHPR,National Claims History Processing Reports,General
NCHQA,National Claims History Quality Assurance,General
NCHS,National Center for Health Statistics (or Studies),General
NCHS,National Claims History System (CWF),General
NCHSR,National Center for Health Services & Research,General
NCHSTS,National Claims History Statistical Tabulation System,General
NCHSUM,National Claims History Summary,General
NCIP,National Inventory Control Point,General
NCITS,National Committee for Information Technical Standards,General
NCMA,National Contract Management Association,General
NCNHR,National Coalition on Nursing Home Reform,General
NCOA,National Council on the Aging,General
NCOCIC,"National Coordination Office for Computing, Information & Communications",General
NCP,National Coverage Policy,General
NCPDP,National Council for Prescription Drug Programs,General
NCPDP,National Council of Prescription Drug Programs,General
NCPSSM,National Committee to Preserve Social Security & Medicare,General
NCR,National Cash Register Corp.,General
NCS,National Communications System,General
NCSA,National Computer Security Association,General
NCSB,"Neurological, Cognitive, Sensory & Behavorial (Variables)",General
NCSC,National Computer Security Center,General
NCSC,National Council of Senior Citizens,General
NCSI,National Capitol Systems Inc.,General
NCSL,National Conference of State Legislatures,General
NCTL,National Computer & Telecommunications Laboratory,General
NCVHS,(PHS) National Center for Vital & Health Statistics,General
NCVHS,National Center for Vital and Health Statistics,General
NDAA,National Defense Authorization Act of 1991,General
NDC,National Drug Code,General
NDEP,National Diabetes Education Program,General
NDG,Network Design Group,General
NDI,National Death Index,General
NDM,Network Data Mover,General
NDMS,National Disaster Medical System,General
NDPS,National Drug Pricing System,General
NDR,National Death Repository (SSA),General
NDRR,National Data Reporting Requirements (System),General
NDS,Netware Directory Services,General
NEA,National Endowment for the Arts,General
NEARLINE,NCH Nearline update and maintenance System,General
NECMA,New England County Metropolitan Area,General
NEHA,New England Health Assembly,General
NEIC,National Electronic Information Clearinghouse,General
NEJM,New England Journal of Medicine,General
NEPA,National Environmental Policy Act,General
NEPSC,"Northeast Program Service Center, SSA",General
NESRD,NonEnd Stage Renal Disease,General
NETT,National Emphysema Treatment Trial,General
NF,Nursing Facility,General
NFA,Net Fixed Assets,General
NFC,National Finance Center,General
NFID,National Foundation for Infectious Diseases,General
NFPA,National Fire Protection Association,General
NGA,National Governor's Association,General
NGFR,NonGovernment Furnished Resources,General
NGFSFHP,National Guaranty Fund for SelfFunded Health Plans,General
NH,Nursing Home,General
NHA,Nursing Home Administrator,General
NHAC,National Health Advisory Committee,General
NHB,National Health Board,General
NHCAA,National Health Care Anti-Fraud Association,General
NHCAA,National Health Care AntiFraud Association,General
NHCMQ,Nursing Home Case Mix & Quality Demonstration,General
NHDAC,National Health Data Advisory Council,General
NHE,Nation's Health Expenditures,General
NHE,National Health Expenditure,General
NHELP,National Health Law Program,General
NHI,National Health Insurance,General
NHI,Nursing Home Information,General
NHIS,National Health Interview Survey,General
NHO,National Hospice Organization,General
NHSC,National Health Service Corps,General
NHTSA,National Highway & Transportation Safety Administration,General
NIAID,National Institute of Allergies & Infectious Diseases,General
NIAMSD,National Institute of Arthritis & Musculoskeletal & Skin Diseases,General
NIAP,National Information Assurance Partnership,General
NICOA,National Indian Council on Aging,General
NIDA,National Institute on Drug Abuse,General
NIDDKD,"National Institute of Diabetes, Digestive & Kidney Diseases",General
NIDR,National Institute of Dental Research,General
NIE,Net Impact Estimate,General
NIF,National Insurance File,General
NIF,Not In File,General
NII,National Information Infrastructure,General
NIMA,National Imagery & Mapping Agency,General
NIMBE,Not Including Medicare Benefits Exhausted,General
NIMMS,National Integrated Medicaid Management System,General
NINDS,National Institute of Neurological Disorders & Stroke,General
NIOSH,National Institute for Occupational Safety & Health,General
NIP,National Improvement Project,General
NIPC,"National Infrastructure Protection Center, FBI",General
NIRA,National Industrial Recovery Act (New Deal),General
NISC,(OPM) National Independent Study Center,General
NIST,National Institute of Standards & Technology,General
NIT,National Internal Telecommunications (MTS),General
NIT,Network Information & Technology,General
NLA,National Limitation Amount,General
NLM,National Library of Medicine,General
NLN,National League of Nursing,General
NLRB,National Labor Relations Board,General
NMAO,NonMedical Assistance Only (Cash/Deemed Cash),General
NMC,National Maintenance Contractor,General
NME,National Medical Enterprises,General
NMES,National Medical Expenditure Survey,General
NMES,Neuromuscular Electrical Stimulation,General
NMFA,National Medicare Fraud Alert,General
NMFAI,National Medicaid Fraud & Abuse Institute,General
NMS,Network Monitoring System (MTS),General
NMUD,National Medicare Utilization Database,General
NNWP,Noncontact Normothermic Wound Therapy,General
NOA,Nature of Action,General
NOA,Notice of Admission,General
NOA,Notice of Award,General
NOAA,National Oceanographic & Atmospheric Administration,General
NOBA,Notice of Budget Approval,General
NOC,Network Operation Center,General
NOC,Not Otherwise Classified,General
NOCHD,Notice of Correction Hearing Decision,General
NOCO,"Northeastern Consortium (Boston, New York & Philadelphia HIROs)",General
NODMAR,Notice of Discharge & Medicare Appeal Rights,General
NOEU,National Obscenity Enforcement Unit,General
NOF,Not On File,General
NOMCI,Notice of Medigap Claim Information,General
NOOH,Notice of Opportunity for Hearing,General
NOPA,National Office Products Association,General
NOPA,Northwest Organ Procurement Agency,General
NOPR,Notice of Program Reimbursement,General
NORA,National Operational Research Agenda,General
NORQS,Number of Temporary Procedures,General
NOS,National Operating Services (GTE),General
NOSIP,Network Operations System Implementation Project,General
NOU,Notice of Utilization,General
NP,Nurse Practitioner,General
NP/PA,Nurse Practitioners / Physician Assistants,General
NPA,National PACE Association,General
NPA,Network Performance Analyzer,General
NPC,NetPost Certified,General
NPDB,National Practitioner Data Bank,General
NPF,National Provider File,General
NPI,National Provider Identifier,General
NPII,NPI Initiative,General
NPIP,Non Periodic Interim Payment,General
NPP,Narrative Project Plan,General
NPP,National Privacy Panel,General
NPR,National Performance Review,General
NPRG,National Partnership for Reinventing Government,General
NPRM,National Provider Reimbursement Manual,General
NPRM,Notice of Proposed Rule Making,General
NPS,National Provider System,General
NQF,National Quality Forum,General
NQLC,National Quality Leadership Conference,General
NQMP,National Quality Management Program,General
NRA,National Recovery Administration,General
NRA,National Rifle Association,General
NRAA,National Renal Administrators Association,General
NRC,National Research Council,General
NRC,Nuclear Regulatory Commission,General
NRHA,National Rural Health Association,General
NRM,Notice of Rule Making,General
NRODC,Northwest Regional Organ Donation Center,General
NRP,Network Resource Planning (tool),General
NRU,Nurse Review Unit,General
NSA,National Security Agency,General
NSA,National Standardized Amount,General
NSA,Network Security Assessment,General
NSC,National Security Council,General
NSC,National Supplier Clearinghouse,General
NSCLC,National Senior Citizens Law Center,General
NSDD,National Security Decision Directive,General
NSEF,National Standard Electronic (Media) Format,General
NSEMC,National Standard Electronic Media Claims,General
NSF,National Science Foundation,General
NSF,National Standard Format,General
NSF,NonStandard Format,General
NSF,Not Sufficient Funds,General
NSN,National Stock Number,General
NSNA,No Stock Number Assigned,General
NSR,NonShared Resource,General
NSS,National Systems Support,General
NSTISSI,National Security Telecommunications & Information Systems Security Institute,General
NT,New Technology,General
NTAG,National Technical Advisory Group,General
NTE,Not to Exceed,General
NTEU,National Treasury Employees Union,General
NTH,NonTransplant Hospital,General
NTI,National Technical Information,General
NTIA,National Telecommunications & Information Administration,General
NTIOLS,New Technology IntraOcular Lenses,General
NTIS,"National Technical Information Service (NBS, DOC)",General
NTRS,National Therapeutic Recreation Society,General
NTSB,National Transportation Safety Board,General
NUBC,National Uniform Billing Committee (AHA),General
NUCC,National Uniform Claim Committee (AMA),General
NUL,National Urban League,General
NVA,NonVeterans Administration,General
NVAC,National Vaccine Advisory Committee,General
NVP,National Vaccine Program,General
NWI,National Wage Index,General
O&M,Operations & Maintenance,General
O&M,Organization & Management,General
O/H,Overhead,General
OA,Office Automation,General
OA,"Office of the Administrator, CMS",General
OAA,Old Age Assistance,General
OAA,Older Americans Act,General
OAC,OASIS Automation Coordinator,General
OACT,Office of the Actuary,General
OASB,Old Age & Survivors Benefits,General
OASDHI,"Old Age, Survivors, Disability & Health Insurance",General
OASDI,"Old Age, Survivors & Disability Insurance",General
OASH,Office of the Assistant Secretary for Health,General
OASI,Old Age & Survivors Insurance,General
OASIS,Outcome & Assessment Information Set,General
OATS,Operation Assignments Tracking System,General
OBQI,Outcome Based Quality Improvement,General
OBQIM,Outcome Based Quality Improvement Management,General
OBQM,Outcome Based Quality Monitoring,General
OBRA,Omnibus Budget Reconciliation Act,General
OBRA,Omnibus Budget Reconciliation Act of 1981/1987/1989/1990,General
OCD,OIG Clearance Document,General
OCD,Operational Capability Demonstration,General
OCE,Outpatient Code Editor (System),General
OCESAA,Omnibus Consolidated & Emergency Supplemental Appropriations Act for FY 1999,General
OCFAA,Office of Civil Fraud & Administrative Adjudication,General
OCHAMPUS,Office of Civilian Health & Medical Program of the Uniformed Services,General
OCI,Organizational Conflict of Interest,General
OCR,Office for Civil Rights,General
OCR,Office of Civil Rights,General
OCR,Optical Character Recognition,General
OCSE,Office of Child Support Enforcement,General
OCST,Outstation Customer Service Team (also CSOT),General
ODA,Occupancy Depreciation & Amortization,General
ODIE,Online Data Input & Edit (Subsystem) (OSCAR frontend system),General
ODL,Outpatient Diagnostic Laboratory,General
ODSN,Organization Development Services Network,General
OEC,OASIS Educational Coordinator,General
OEM,Original Equipment Manufacturer,General
OEO,Occupant Emergency Organization,General
OEPI,Open enrollment period for institutionalized individuals,General
OES,Occupational Employment Survey,General
OF,Optional Form,General
OFA,(FSA) Office of Family Assistance,General
OFB,Outpatient Feedback,General
OFCCP,Office of Federal Contract Compliance Programs,General
OFPP,Office of Federal Procurement Policy,General
OGE,Office of Government Ethics,General
OHCDS,Organized Health Care Delivery System,General
OHDS,Office of Human Development Services,General
OHTA,(PHS) Office of Health Technology Assessment,General
OI,Office of Inspections,General
OI,"Office of Investigations, OIG",General
OIA,Office of Intergovernmental Affairs,General
OIC,Opportunity to Improve Care,General
OICS,"Office of Internal Customer Support, CMS",General
OIFO,Office of Investigations Field Office,General
OIRA,Office of Information & Regulatory Affairs,General
OIS,"Office of Information Services, CMS",General
OIS,Office of Information Systems,General
OJT,OnTheJob Training,General
OL,"Office of Legislation, CMS",General
OLAP,OnLine Analytic Processing,General
OLM,Online Mapping,General
OLMR,Office of Labor Management Relations,General
OLQ,Online Query,General
OLTC,Other Long Term Care,General
OLTP,OnLine Transaction Processing,General
OMB,(HHS) Office of Management & Budget,General
OMB,Office of Management and the Budget,General
OMCH,Office of Maternal & Child Health,General
OMESP,Omnibus Medicare Enrollment System Processor,General
OMM,"Office of Medicaid Management, MB",General
OMP,Operational Management Plan,General
OMR,Office of Medical Review,General
OMR,Optical Mark Reading,General
OMRA,Other Medicare Required Assessment,General
OOP,Object Oriented Programming,General
OOSA,Out of Service Area (use OSA),General
OP,Organization Purpose,General
OPA,Organ Procurement Agency,General
OPAC,Online Payment & Accounting Collection (System) (Treasury),General
OPD,OutPatient Department,General
OPDIV,OPerating DIVision,General
OPI,Office of Primary Interest,General
OPI,Other Processing Information,General
OPIC,Overseas Private Investment Corporation,General
OPL,Operation Policy Letter,General
OPM,Office of Personnel Management,General
OPO,Organ Procurement Organization,General
OPR,"Office of Public Relations, CMS",General
OPS,Output Performance Standards,General
OPSA,Office of Professional & Scientific Affairs,General
OPTN,Organ Procurement & Transplantation Network,General
OQ,Office of Qualification,General
OQC,Operations Quality Council,General
ORA,(see OBRA),General
ORBTUP,Orbit Update (MBR),General
ORDI,"Office of Research, Development, and Information, CMS",General
ORF,Outpatient Rehabilitation Facility,General
ORHP,(HRSA) Office of Rural Health Policy,General
ORR,Office of Refugee Resettlement,General
ORSI,Office of Retirement & Survivors Insurance,General
ORT,Operation Restore Trust,General
ORTIS,Operation Restore Trust Information System,General
ORUS,Operations Resources Utilization System,General
OS,Office of the Secretary,General
OS,Organization Structure,General
OS/ES,Office of the Secretary / Executive Secretariat,General
OSA,Out of Service Area (also OOSA),General
OSC,Office of Standards & Certification,General
OSC,Office Systems Coordinator,General
OSCAR,Office of Standards & Certification Automated Retrieval System,General
OSCAR,Online Survey Certification & Reporting (System),General
OSDIT,Office of Software Development & Information Technology,General
OSE,Office Systems Equipment,General
OSE,Open Software Evaluation,General
OSE,Open Systems Environment,General
OSERS,Office of Special Education Rehabilitation Services,General
OSH ACT,Occupational Safety & Health Act,General
OSHA,Occupational Safety & Health Administration,General
OSI,Open System Interconnection,General
OSI/SAS,Optimum System Incorporated/Shared Arkansas System,General
OSP,Outpatient Speech Pathology,General
OSPATS,OnSite Surveyor Performance Assessment & Training Survey,General
OSTP,Office of Science & Technology Policy,General
OTA,(Congressional) Office of Technology Assessment,General
OTA,Office of Technical Assistance,General
OTC,OneTimeCost,General
OTC,Over the Counter,General
OTIS,Office of Telecommunications & Information Systems,General
OTIS,Online Telecommunications Information System,General
OTP,OneTime Payment,General
OTR,Off theRecord,General
OTR,On theRecord,General
OTS,OneTime Source,General
OWCP,Office of Worker's Compensation Programs,General
OWL,Older Women's League,General
OWTDS,Office of Washington Training & Development Services,General
P,Process,General
P&E,Parenteral & Enteral,General
P&T,Pharmaceutical and Therapeutic,General
P/B,Provider / Beneficiary,General
P/N,Part Number,General
PA,Privacy Act of 1974,General
PA,Project Assessment,General
PAC,Patient Assessment Computerized (System),General
PAC,Personal Access Code,General
PAC,Political Action Committee,General
PAC,PreAdmission Certification,General
PAC,Premium Amount Collectible,General
PAC,Products of Ambulatory Care,General
PAC,Professional & Administrative Careers,General
PAC,"Professional, Administrative, Clerical",General
PAC,Project Account Code,General
PACE,Pharmaceutical Assistance Program,General
PACE,"Planning, Assigning, Controlling & Evaluating System",General
PACE,Professional & Administrative Career Examination,General
PACEMKR,Pacemaker System,General
PACO,Principal Administrative Contracting Officer,General
PACS,Patient Care & Services,General
PAHP,Prepaid Ambulatory Health Plan,General
